Pair Compared	DIFF	LWR	UPR	P.adj	gene
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-Low-grade glioma/astrocytoma, H3	20.07000000000019	-42.92464016522703	83.06464016522742	0.9999821897227936	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, FGFR	-15.102857142856994	-62.722329087769	32.51661480205502	0.9999836112729856	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-Low-grade glioma/astrocytoma, NF1-germline	19.650000000000155	-43.34464016522707	82.64464016522737	0.9999879381973269	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-High-grade glioma/astrocytoma, H3 G35-mutant	-15.619999999999195	-67.05490831167963	35.814908311681236	0.9999926842958209	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-High-grade glioma/astrocytoma, H3 wildtype	-13.66874999999995	-58.903332103158505	31.56583210315861	0.9999933391862692	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, IDH	-7.122282608695718	-31.253352088246885	17.008786870855452	0.9999957343196153	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, NF1-somatic, FGFR	-17.82000000000013	-80.81464016522736	45.17464016522709	0.9999981152585053	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-7.0704545454546	-33.07851062761291	18.93760153670371	0.9999991347524235	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, IDH	-6.157925531914927	-29.358287733718267	17.042436669888414	0.9999994619176664	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, other MAPK, IDH	-12.025454545454652	-58.55007963532091	34.49917054441161	0.9999996836796456	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	-8.185454545454585	-42.42665147789255	26.055742386983383	0.9999999356832121	SLC7A5
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	5.279807692307649	-17.416427023558004	27.976042408173303	0.9999999634362626	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-5.599782608695703	-29.73085208824687	18.531286870855467	0.9999999652643886	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, other MAPK, IDH	-10.554782608695755	-56.05676358542739	34.947198368035885	0.9999999655557683	SLC7A5
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma, BRAF V600E	2.016370192307683	-6.9882706866236575	11.021011071239023	0.9999999835388231	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-9.95480769230769	-54.71238614397984	34.80277075936446	0.9999999857240769	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, other MAPK	-2.98795918367345	-16.486810647650714	10.510892280303812	0.9999999871008647	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, IDH	-5.409166666666723	-30.03175441794904	19.21342108461559	0.9999999890035551	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, NF1-germline	-10.195454545454629	-56.72007963532089	36.32917054441163	0.9999999895634023	SLC7A5
Low-grade glioma/astrocytoma, MYB/MYBL1-High-grade glioma/astrocytoma, H3 G35-mutant	-7.829999999999089	-44.19997245689663	28.539972456898454	0.9999999928355714	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, other MAPK, IDH	-9.590425531914963	-54.60574031338447	35.42488924955454	0.999999994264748	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, NF1-somatic	9.70999999999999	-36.397355449458885	55.81735544945887	0.9999999955200927	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, H3	-9.775454545454595	-56.300079635320856	36.74917054441167	0.9999999957341318	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma (WHO grade I/II)	-9.768750000000004	-57.014730123920415	37.47723012392041	0.9999999969763627	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	-6.714782608695687	-39.55300881566723	26.123443598275863	0.9999999976179699	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, NF1-somatic	9.47124999999999	-37.77473012392042	56.7172301239204	0.999999998446329	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-4.635425531914912	-27.835787733718252	18.56493666988843	0.999999998554298	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	5.03499999999995	-20.219038646577427	30.28903864657733	0.9999999986194463	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, other MAPK, IDH	-8.84166666666676	-54.60621174415573	36.92287841082221	0.9999999993024404	SLC7A5
Low-grade glioma/astrocytoma, MYB/MYBL1-High-grade glioma/astrocytoma, IDH-mutant	7.8300000000002115	-32.83286537670877	48.49286537670919	0.9999999993510813	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, NF1-germline	-8.724782608695731	-54.22676358542737	36.777198368035904	0.9999999994082855	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, IDH	-5.1163888888889275	-31.88396384340971	21.651186065631855	0.9999999994476183	SLC7A5
Medulloblastoma, group 3-Medulloblastoma	-3.183787878787893	-20.231064387241524	13.863488629665738	0.9999999996672069	SLC7A5
Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B-Low-grade glioma/astrocytoma (WHO grade I/II)	-5.0937499999999645	-32.37122934267312	22.183729342673193	0.999999999668141	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, H3	-8.304782608695698	-53.80676358542733	37.19719836803594	0.9999999997991942	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, other MAPK, IDH	-8.548888888888964	-55.502321431417855	38.40454365363992	0.9999999998096505	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma (WHO grade I/II)	-3.046709183673464	-20.032391453563545	13.938973086216617	0.9999999998630926	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	-5.750425531914896	-37.910919814313175	26.410068750483386	0.9999999998723039	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	4.796249999999951	-22.481229342673206	32.073729342673104	0.999999999911847	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, BRAF V600E	-7.938437500000006	-53.173019603158565	37.29614460315855	0.9999999999155122	SLC7A5
Medulloblastoma, WNT-activated-Medulloblastoma, group 3	3.476565656565688	-16.544445250278287	23.497576563409666	0.9999999999331883	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, NF1-germline	-7.76042553191494	-52.775740313384446	37.254889249554566	0.9999999999431013	SLC7A5
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma, IDH	3.7573076923076343	-18.93892702355802	26.453542408173288	0.9999999999769813	SLC7A5
High-grade glioma/astrocytoma, H3 wildtype-High-grade glioma/astrocytoma (WHO grade III/IV)	-1.9708333333332817	-13.999071122235748	10.057404455569184	0.9999999999817539	SLC7A5
Medulloblastoma, group 4-Medulloblastoma, group 3	2.4350290135396886	-12.484576044267389	17.354634071346766	0.999999999983285	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, H3	-7.3404255319149065	-52.355740313384416	37.674889249554596	0.9999999999836142	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, RTK	-2.7492091836734502	-19.73489145356353	14.23647308621663	0.99999999998616	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-3.8866666666667076	-28.509254417949023	20.735921084615605	0.9999999999921889	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, NF1-germline	-7.011666666666736	-52.7762117441557	38.752878410822234	0.9999999999960778	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, NF1-somatic	9.630000000000091	-53.36464016522713	72.62464016522732	0.9999999999962705	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-Low-grade glioma/astrocytoma, MYB/MYBL1	-7.790000000000106	-59.22490831168054	43.644908311680325	0.9999999999970264	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	-5.001666666666692	-38.20275721747399	28.1994238841406	0.9999999999973754	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, NF1-somatic	6.72204081632654	-38.27413073026433	51.71821236291741	0.9999999999978639	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, H3	-6.591666666666702	-52.35621174415567	39.172878410822264	0.9999999999992206	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, NF1-germline	-6.718888888888941	-53.67232143141783	40.234543653639946	0.9999999999993433	SLC7A5
High-grade glioma/astrocytoma, IDH-mutant-High-grade glioma/astrocytoma (WHO grade III/IV)	2.1404166666667948	-30.643033478472482	34.92386681180607	1	SLC7A5
Low-grade glioma/astrocytoma, FGFR-High-grade glioma/astrocytoma (WHO grade III/IV)	-0.5367261904762373	-19.67112439296096	18.597672012008484	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-High-grade glioma/astrocytoma (WHO grade III/IV)	2.1804166666669005	-43.28204890445503	47.64288223778883	1	SLC7A5
High-grade glioma/astrocytoma, IDH-mutant-High-grade glioma/astrocytoma, H3 wildtype	4.1112500000000765	-28.355444406125997	36.57794440612615	1	SLC7A5
Low-grade glioma/astrocytoma, FGFR-High-grade glioma/astrocytoma, H3 wildtype	1.4341071428570444	-17.152362043440714	20.020576329154803	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-High-grade glioma/astrocytoma, H3 wildtype	4.151250000000182	-41.08333210315838	49.38583210315874	1	SLC7A5
Low-grade glioma/astrocytoma, FGFR-High-grade glioma/astrocytoma, IDH-mutant	-2.677142857143032	-38.391746815827034	33.03746110154097	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-High-grade glioma/astrocytoma, IDH-mutant	0.04000000000010573	-54.51495868534621	54.59495868534642	1	SLC7A5
Low-grade glioma/astrocytoma, BRAF V600E-Low-grade glioma/astrocytoma (WHO grade I/II)	-1.830312499999998	-19.43784970344833	15.777224703448333	1	SLC7A5
Low-grade glioma/astrocytoma, H3-Low-grade glioma/astrocytoma (WHO grade I/II)	-2.3887499999999697	-49.63473012392038	44.857230123920445	1	SLC7A5
Low-grade glioma/astrocytoma, IDH-Low-grade glioma/astrocytoma (WHO grade I/II)	-3.5712499999999494	-30.848729342673106	23.706229342673208	1	SLC7A5
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma (WHO grade I/II)	0.18605769230768487	-16.157099199217637	16.529214583833006	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma (WHO grade I/II)	-1.968749999999936	-49.21473012392035	45.277230123920475	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma (WHO grade I/II)	-0.05875000000001407	-19.800740144516094	19.683240144516066	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma (WHO grade I/II)	-0.1387499999999129	-47.38473012392032	47.1072301239205	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma (WHO grade I/II)	-0.29750000000001364	-22.569468619619325	21.974468619619298	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma (WHO grade I/II)	-3.9787499999999802	-39.19382440689664	31.23632440689668	1	SLC7A5
Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B-Low-grade glioma/astrocytoma, BRAF V600E	-3.2634374999999665	-26.886427561960172	20.35955256196024	1	SLC7A5
Low-grade glioma/astrocytoma, H3-Low-grade glioma/astrocytoma, BRAF V600E	-0.5584374999999717	-45.79301960315853	44.67614460315859	1	SLC7A5
Low-grade glioma/astrocytoma, IDH-Low-grade glioma/astrocytoma, BRAF V600E	-1.7409374999999514	-25.363927561960157	21.882052561960254	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma, BRAF V600E	-0.13843749999993804	-45.3730196031585	45.09614460315862	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, BRAF V600E	1.771562499999984	-12.501872792307184	16.04499779230715	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, BRAF V600E	1.6915625000000851	-43.54301960315847	46.92614460315865	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, BRAF V600E	1.5328124999999844	-16.074724703448346	19.140349703448315	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, BRAF V600E	-2.1484374999999822	-34.61513190612605	30.31825690612609	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, BRAF V600E	-1.2163966836734659	-11.340535281656411	8.90774191430948	1	SLC7A5
Low-grade glioma/astrocytoma, H3-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	2.7049999999999947	-47.09663582621094	52.506635826210925	1	SLC7A5
Low-grade glioma/astrocytoma, IDH-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	1.522500000000015	-29.974820082613597	33.01982008261363	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	3.1250000000000284	-46.676635826210905	52.92663582621096	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-4.67500000000004	-54.47663582621097	45.126635826210894	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	4.955000000000052	-44.846635826210886	54.75663582621098	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	1.1149999999999842	-37.46118123376033	39.691181233760304	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	2.0470408163265006	-21.116156183878633	25.210237816531635	1	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B	-3.5938888888889124	-30.361463843409695	23.17368606563187	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic, FGFR-Low-grade glioma/astrocytoma, FGFR	2.7171428571431377	-44.90232908776887	50.336614802055145	1	SLC7A5
Low-grade glioma/astrocytoma, IDH-Low-grade glioma/astrocytoma, H3	-1.1824999999999797	-50.98413582621092	48.61913582621095	1	SLC7A5
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma, H3	2.5748076923076546	-42.1827707593645	47.332386143979804	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma, H3	0.4200000000000337	-62.574640165227194	63.414640165227254	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, H3	-7.3800000000000345	-70.37464016522726	55.614640165227186	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, H3	2.3299999999999557	-43.77735544945892	48.437355449458835	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, H3	2.250000000000057	-60.74464016522717	65.24464016522728	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, H3	2.091249999999956	-45.15473012392046	49.337230123920364	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, H3	-1.5900000000000105	-56.144958685346325	52.9649586853463	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, H3	-0.6579591836734942	-45.65413073026437	44.338212362917375	1	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, H3	-6.298888888888907	-53.2523214314178	40.654543653639976	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma, IDH	1.6025000000000134	-48.19913582621092	51.40413582621095	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, IDH	-6.197500000000055	-55.99913582621099	43.60413582621088	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, IDH	3.5124999999999353	-21.741538646577443	28.766538646577313	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, IDH	3.4325000000000365	-46.36913582621089	53.234135826210974	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, IDH	3.2737499999999358	-24.00372934267322	30.551229342673093	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, IDH	-0.40750000000003084	-38.98368123376035	38.16868123376028	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, IDH	0.5245408163264855	-22.63865618387865	23.68773781653162	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-germline-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-2.154807692307621	-46.912386143979774	42.60277075936453	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-0.24480769230769894	-12.925673824156673	12.436058439541275	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-0.32480769230759776	-45.08238614397975	44.43277075936456	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-0.4835576923076985	-16.82671458383302	15.859599199217623	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, KIAA1549-BRAF	-4.164807692307665	-35.96354440417993	27.633929019564594	1	SLC7A5
Low-grade glioma/astrocytoma, NF1-somatic-Low-grade glioma/astrocytoma, NF1-germline	-7.800000000000068	-70.79464016522729	55.194640165227156	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK-Low-grade glioma/astrocytoma, NF1-germline	1.909999999999922	-44.197355449458954	48.017355449458805	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, NF1-germline	1.8300000000000232	-61.1646401652272	64.82464016522725	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, NF1-germline	1.6712499999999224	-45.57473012392049	48.917230123920334	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, NF1-germline	-2.010000000000044	-56.564958685346355	52.54495868534627	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, NF1-germline	-1.0779591836735278	-46.0741307302644	43.918212362917345	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, NF1-somatic	5.790000000000024	-48.764958685346286	60.34495868534634	1	SLC7A5
Medulloblastoma-Low-grade glioma/astrocytoma, NF1-somatic	0.7883333333333322	-44.976211744155634	46.5528784108223	1	SLC7A5
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, NF1-somatic	-2.3954545454545606	-48.920079635320825	44.1291705444117	1	SLC7A5
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, NF1-somatic	0.03957446808512799	-44.97574031338438	45.054889249554634	1	SLC7A5
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, NF1-somatic	-0.9247826086956632	-46.4267635854273	44.57719836803597	1	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, NF1-somatic	1.0811111111111273	-45.87232143141776	48.034543653640014	1	SLC7A5
Low-grade glioma/astrocytoma, other MAPK, IDH-Low-grade glioma/astrocytoma, other MAPK	-0.07999999999989882	-46.18735544945878	46.02735544945898	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, other MAPK	-0.23874999999999957	-19.98074014451608	19.50324014451608	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, other MAPK	-3.919999999999966	-37.5920515287698	29.75205152876987	1	SLC7A5
Low-grade glioma/astrocytoma, RTK-Low-grade glioma/astrocytoma, other MAPK, IDH	-0.15875000000010075	-47.404730123920515	47.08723012392031	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, other MAPK, IDH	-3.8400000000000674	-58.39495868534638	50.71495868534625	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, other MAPK, IDH	-2.907959183673551	-47.90413073026443	42.08821236291732	1	SLC7A5
Low-grade glioma/astrocytoma, RTK, CDKN2A/B-Low-grade glioma/astrocytoma, RTK	-3.6812499999999666	-38.896324406896625	31.533824406896695	1	SLC7A5
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	0.9320408163265164	-31.201653049514977	33.065734682168014	1	SLC7A5
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, RTK, CDKN2A/B	-4.708888888888897	-39.53048642747399	30.1127086496962	1	SLC7A5
Medulloblastoma, group 4-Medulloblastoma	-0.7487588652482042	-13.095720494647098	11.59820276415069	1	SLC7A5
Medulloblastoma, SHH-activated-Medulloblastoma	-1.7131159420289954	-15.73093208470647	12.30470020064848	1	SLC7A5
Medulloblastoma, WNT-activated-Medulloblastoma	0.2927777777777951	-17.892208450670978	18.477764006226565	1	SLC7A5
Medulloblastoma, SHH-activated-Medulloblastoma, group 3	1.4706719367588974	-14.858636775277969	17.799980648795763	1	SLC7A5
Medulloblastoma, SHH-activated-Medulloblastoma, group 4	-0.9643570767807912	-12.299441908187072	10.37072775462549	1	SLC7A5
Medulloblastoma, WNT-activated-Medulloblastoma, group 4	1.0415366430259994	-15.165829054524576	17.248902340576574	1	SLC7A5
Medulloblastoma, WNT-activated-Medulloblastoma, SHH-activated	2.0058937198067905	-15.507826923911368	19.51961436352495	1	SLC7A5
Medulloblastoma, group 4-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.736923758865246	-7.900101021507282	-1.57374649622321	1.8239262137176304e-5	FOLH1
Low-grade glioma/astrocytoma, KIAA1549-BRAF-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.251602564102566	-7.106770120222997	-1.396435007982134	2.1439234011877417e-5	FOLH1
Medulloblastoma, group 4-High-grade glioma/astrocytoma, H3 wildtype	-3.627652925531918	-6.517258278715769	-0.7380475723480671	0.0013403967888304669	FOLH1
Medulloblastoma, SHH-activated-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.601105072463775	-8.280092432998444	-0.9221177119291051	0.0014476337082692803	FOLH1
Low-grade glioma/astrocytoma, KIAA1549-BRAF-High-grade glioma/astrocytoma, H3 wildtype	-3.142331730769238	-5.691078574960695	-0.5935848865777804	0.0019222475492587376	FOLH1
Low-grade glioma/astrocytoma, BRAF V600E-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.094583333333332	-7.499153656329702	-0.690013010336961	0.0030824094620828246	FOLH1
Medulloblastoma-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.540138888888891	-8.471398073802822	-0.6088797039749596	0.006324330237828968	FOLH1
Medulloblastoma, group 4-High-grade glioma/astrocytoma, IDH-mutant	-10.427340425531975	-19.530308485222992	-1.3243723658409579	0.007253453254706166	FOLH1
Medulloblastoma, SHH-activated-High-grade glioma/astrocytoma, IDH-mutant	-10.291521739130506	-19.58632055889165	-0.996722919369363	0.012489356909088367	FOLH1
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, IDH	-7.259840425531839	-13.826659773574818	-0.6930210774888605	0.012787550613558185	FOLH1
Low-grade glioma/astrocytoma, KIAA1549-BRAF-High-grade glioma/astrocytoma, IDH-mutant	-9.942019230769295	-18.942592483311714	-0.9414459782268771	0.01295429380723001	FOLH1
Medulloblastoma-High-grade glioma/astrocytoma, IDH-mutant	-10.23055555555562	-19.628062452591102	-0.8330486585201395	0.01612058685593898	FOLH1
Medulloblastoma, group 4-Low-grade glioma/astrocytoma, wildtype	-2.753973078593136	-5.328145026195017	-0.1798011309912546	0.020740738299235062	FOLH1
Medulloblastoma, WNT-activated-High-grade glioma/astrocytoma, IDH-mutant	-10.500555555555618	-20.356743939906455	-0.6443671712047809	0.02200177291739769	FOLH1
Low-grade glioma/astrocytoma, BRAF V600E-High-grade glioma/astrocytoma, IDH-mutant	-9.78500000000006	-18.97463743490939	-0.595362565090733	0.02217338922715706	FOLH1
Medulloblastoma, group 3-High-grade glioma/astrocytoma, IDH-mutant	-10.264090909090976	-19.955997981929936	-0.572183836252016	0.02390760522531299	FOLH1
Low-grade glioma/astrocytoma, KIAA1549-BRAF-Low-grade glioma/astrocytoma, IDH	-6.774519230769158	-13.19864623204013	-0.35039222949818694	0.02534667350097841	FOLH1
Medulloblastoma, SHH-activated-Low-grade glioma/astrocytoma, IDH	-7.1240217391303675	-13.9542760502018	-0.29376742805893485	0.02939916153409239	FOLH1
Low-grade glioma/astrocytoma, wildtype-Low-grade glioma/astrocytoma, KIAA1549-BRAF	2.2686518838304557	0.08401173166634912	4.453292035994562	0.031151306038525672	FOLH1
Medulloblastoma-Low-grade glioma/astrocytoma, IDH	-7.063055555555484	-14.032433198782043	-0.09367791232892486	0.042515577168352525	FOLH1
Medulloblastoma, SHH-activated-High-grade glioma/astrocytoma, H3 wildtype	-3.4918342391304473	-6.938437886379004	-0.045230591881889826	0.04268079053717	FOLH1
Medulloblastoma, group 3-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.573674242424247	-9.164395929445426	0.01704744459693064	0.052258107911073104	FOLH1
Low-grade glioma/astrocytoma, IDH-Low-grade glioma/astrocytoma, BRAF V600E	6.617499999999924	-0.06894337739912793	13.303943377398976	0.05648618019020568	FOLH1
Medulloblastoma, WNT-activated-High-grade glioma/astrocytoma (WHO grade III/IV)	-4.810138888888888	-9.738233081064307	0.11795530328653037	0.06614746534720872	FOLH1
Low-grade glioma/astrocytoma, FGFR-High-grade glioma/astrocytoma, IDH-mutant	-9.827857142857185	-19.936809332635868	0.2810950469214948	0.06913485928145202	FOLH1
Medulloblastoma, WNT-activated-Low-grade glioma/astrocytoma, IDH	-7.333055555555481	-14.909567835086818	0.24345672397585627	0.07260692703252336	FOLH1
Medulloblastoma, group 3-Low-grade glioma/astrocytoma, IDH	-7.09659090909084	-14.45812278517632	0.2649409669946401	0.07582393514646935	FOLH1
Low-grade glioma/astrocytoma, BRAF V600E, CDKN2A/B-High-grade glioma/astrocytoma, IDH-mutant	-10.410000000000062	-21.32891631242639	0.5089163124262654	0.08529910709678923	FOLH1
