pathway	description	Type	logFC	P.Value	adj.P.Val	direction	cancer_group	gene_parsed_by	percentile
hsa04550	Signaling pathways regulating pluripotency of stem cells	Signaling	0.02668217120573521	5.091648510646261e-5	0.0026094698617062087	up	EPN	FOLH1	40
hsa04722	Neurotrophin signaling pathway	Signaling	0.025681761021180766	9.652130763599654e-5	0.0039573736130758584	up	EPN	FOLH1	40
hsa00510	N-Glycan biosynthesis	Metabolism	0.03933107652510895	1.498029900431308e-4	0.005118268826473635	up	EPN	FOLH1	40
hsa04917	Prolactin signaling pathway	Signaling	0.02262009824369809	2.721714861862285e-4	0.00754975646425253	up	EPN	FOLH1	40
hsa00860	Porphyrin and chlorophyll metabolism	Metabolism	0.048250144398433926	2.946246425074158e-4	0.00754975646425253	up	EPN	FOLH1	40
hsa04210	Apoptosis	Signaling	0.016564292765841027	3.753756732840558e-4	0.007984058767123514	up	EPN	FOLH1	40
hsa04740	Olfactory transduction	Signaling	0.05561468868658344	3.8946628132309827e-4	0.007984058767123514	up	EPN	FOLH1	40
hsa04916	Melanogenesis	Signaling	0.020581686639567918	4.6998942711378404e-4	0.008758893868938702	up	EPN	FOLH1	40
hsa04723	Retrograde endocannabinoid signaling	Signaling	0.020787030941885606	5.48298112411551e-4	0.009366759420363996	up	EPN	FOLH1	40
hsa00062	Fatty acid elongation	Metabolism	0.04343028903549532	7.308001637594194e-4	0.011524156428513923	up	EPN	FOLH1	40
hsa04750	Inflammatory mediator regulation of TRP channels	Signaling	0.022128883948885212	8.041323999287387e-4	0.011774795856099389	up	EPN	FOLH1	40
hsa00360	Phenylalanine metabolism	Metabolism	0.05631966886887145	9.95884861140409e-4	0.01361042643558559	up	EPN	FOLH1	40
hsa04976	Bile secretion	Signaling	0.028767432045594163	0.0012426645817058036	0.01592163995310561	up	EPN	FOLH1	40
hsa00052	Galactose metabolism	Metabolism	0.03624205963057546	0.0013279207471747453	0.016013161951224868	up	EPN	FOLH1	40
hsa03430	Mismatch repair	Signaling	0.030659658619244322	0.001740043578717621	0.019373956827236315	up	EPN	FOLH1	40
hsa04630	Jak-STAT signaling pathway	Signaling	0.0178534395688521	0.0018587499103879693	0.019373956827236315	up	EPN	FOLH1	40
hsa03420	Nucleotide excision repair	Signaling	0.028523017264831762	0.0018901421294864698	0.019373956827236315	up	EPN	FOLH1	40
hsa00280	Valine, leucine and isoleucine degradation	Metabolism	0.03434075366555368	0.002231455606289086	0.021499470984824434	up	EPN	FOLH1	40
hsa04010	MAPK signaling pathway	Signaling	0.012519261968093368	0.002307260300810427	0.021499470984824434	up	EPN	FOLH1	40
hsa04120	Ubiquitin mediated proteolysis	Signaling	0.020087745071593038	0.0028797143845909028	0.025667019514831958	up	EPN	FOLH1	40
hsa04919	Thyroid hormone signaling pathway	Signaling	0.020571629606915793	0.003263354067991859	0.027874482664097127	up	EPN	FOLH1	40
hsa04130	SNARE interactions in vesicular transport	Signaling	0.03360947006039762	0.0038440572849974394	0.031521269736979	up	EPN	FOLH1	40
hsa03010	Ribosome	Signaling	0.0206488085692981	0.004239279590975549	0.03289271975828733	up	EPN	FOLH1	40
hsa04064	NF-kappa B signaling pathway	Signaling	0.02135516304227634	0.0043322118706036975	0.03289271975828733	up	EPN	FOLH1	40
hsa04713	Circadian entrainment	Signaling	0.012327057784162682	0.0056848186254274714	0.04028939760218156	up	EPN	FOLH1	40
hsa00770	Pantothenate and CoA biosynthesis	Metabolism	0.04422447098909187	0.005729201284000633	0.04028939760218156	up	EPN	FOLH1	40
hsa00230	Purine metabolism	Metabolism	0.015071852834520096	0.005939551725025462	0.04028939760218156	up	EPN	FOLH1	40
hsa04014	Ras signaling pathway	Signaling	0.01712444871581491	0.006092543052037211	0.04028939760218156	up	EPN	FOLH1	40
hsa04530	Tight junction	Signaling	0.015429042291080011	0.006340849771046776	0.04062106884576841	up	EPN	FOLH1	40
hsa04975	Fat digestion and absorption	Signaling	0.04323594086430755	0.007188093065944934	0.04465330540965792	up	EPN	FOLH1	40
hsa04141	Protein processing in endoplasmic reticulum	Signaling	0.016362085208910075	0.007985083297648347	0.04814535517699739	up	EPN	FOLH1	40
hsa04621	NOD-like receptor signaling pathway	Signaling	0.012472510353915679	0.008222917847219248	0.04816280453371273	up	EPN	FOLH1	40
hsa04066	HIF-1 signaling pathway	Signaling	0.01655900456495301	0.008666927099039346	0.04935333486952961	up	EPN	FOLH1	40
hsa00511	Other glycan degradation	Metabolism	0.03488697997792228	0.01088825476607549	0.06032681694717501	up	EPN	FOLH1	40
hsa03022	Basal transcription factors	Signaling	0.02054080425077351	0.011657415879900013	0.06288869093103953	up	EPN	FOLH1	40
hsa01210	2-Oxocarboxylic acid metabolism	Metabolism	0.03721102165845975	0.012917204247517284	0.06789812489079598	up	EPN	FOLH1	40
hsa04730	Long-term depression	Signaling	0.02059023609271494	0.013289231196410957	0.06810730988160615	up	EPN	FOLH1	40
hsa04921	Oxytocin signaling pathway	Signaling	0.010027787482113784	0.013900697797710018	0.06836456280473738	up	EPN	FOLH1	40
hsa04270	Vascular smooth muscle contraction	Signaling	0.010634226863685245	0.014006398233165705	0.06836456280473738	up	EPN	FOLH1	40
hsa04145	Phagosome	Signaling	-0.0121557142375828	0.01574877913787272	0.07359012113130861	down	EPN	FOLH1	40
hsa04721	Synaptic vesicle cycle	Signaling	0.01627735331154594	0.016327120588535086	0.07359012113130861	up	EPN	FOLH1	40
hsa00270	Cysteine and methionine metabolism	Metabolism	0.03993393613021462	0.01643687504296344	0.07359012113130861	up	EPN	FOLH1	40
hsa04330	Notch signaling pathway	Signaling	0.030146774059093755	0.01675387975572416	0.07359012113130861	up	EPN	FOLH1	40
hsa03040	Spliceosome	Signaling	0.017547844282389962	0.0168718814301049	0.07359012113130861	up	EPN	FOLH1	40
hsa00531	Glycosaminoglycan degradation	Metabolism	0.040341454986886745	0.017786255216815088	0.07596213165514776	up	EPN	FOLH1	40
hsa04640	Hematopoietic cell lineage	Signaling	0.01959748237322787	0.024582959312341893	0.10284707467408342	up	EPN	FOLH1	40
hsa04668	TNF signaling pathway	Signaling	0.015364456764011235	0.0267145154732647	0.10952951344038526	up	EPN	FOLH1	40
hsa00640	Propanoate metabolism	Metabolism	0.025300508420198486	0.028173288649350686	0.11160621913249996	up	EPN	FOLH1	40
hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	0.017397231708939476	0.0283098702189756	0.11160621913249996	up	EPN	FOLH1	40
hsa04071	Sphingolipid signaling pathway	Signaling	0.010822689561267347	0.033609338864161134	0.12881847232777285	up	EPN	FOLH1	40
hsa00670	One carbon pool by folate	Metabolism	-0.01992790089826027	0.0339326707595109	0.12881847232777285	down	EPN	FOLH1	40
hsa03440	Homologous recombination	Signaling	0.02715133319230465	0.036743824662622694	0.1355069419628906	up	EPN	FOLH1	40
hsa00561	Glycerolipid metabolism	Metabolism	0.017791237130188688	0.037016530487423774	0.1355069419628906	up	EPN	FOLH1	40
hsa04977	Vitamin digestion and absorption	Signaling	0.02599499075154411	0.038287670334832546	0.1365308975564457	up	EPN	FOLH1	40
hsa00380	Tryptophan metabolism	Metabolism	0.014797146875871666	0.03862825394279928	0.1365308975564457	up	EPN	FOLH1	40
hsa00330	Arginine and proline metabolism	Metabolism	0.02289598596873149	0.042882824986379964	0.14899964613911681	up	EPN	FOLH1	40
hsa04971	Gastric acid secretion	Signaling	0.016434319568755042	0.04364324556740286	0.1491144223552931	up	EPN	FOLH1	40
hsa04913	Ovarian steroidogenesis	Signaling	0.018355484549683897	0.04808214231840179	0.15923957406781117	up	EPN	FOLH1	40
hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism	0.036492530876325306	0.04874033161311314	0.15923957406781117	up	EPN	FOLH1	40
hsa04024	cAMP signaling pathway	Signaling	0.009823877946409572	0.049631758192615616	0.15923957406781117	up	EPN	FOLH1	40
hsa04725	Cholinergic synapse	Signaling	0.011562400200854835	0.04971381824556056	0.15923957406781117	up	EPN	FOLH1	40
hsa00514	Other types of O-glycan biosynthesis	Metabolism	0.022968064306764558	0.05274618821315103	0.16594954085772892	up	EPN	FOLH1	40
hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism	0.020354524056782314	0.05342765705663468	0.16594954085772892	up	EPN	FOLH1	40
hsa04142	Lysosome	Signaling	0.008650779348589608	0.055168835190294425	0.16880016737328893	up	EPN	FOLH1	40
hsa04060	Cytokine-cytokine receptor interaction	Signaling	0.007115020599703685	0.05904737647097099	0.17801047318454488	up	EPN	FOLH1	40
hsa04920	Adipocytokine signaling pathway	Signaling	-0.017351364667325786	0.06298000284425977	0.18711450120396017	down	EPN	FOLH1	40
hsa04810	Regulation of actin cytoskeleton	Signaling	0.009264779649427598	0.06654246700180799	0.19355458837591527	up	EPN	FOLH1	40
hsa00760	Nicotinate and nicotinamide metabolism	Metabolism	0.01891435498652348	0.06703597938873163	0.19355458837591527	up	EPN	FOLH1	40
hsa00350	Tyrosine metabolism	Metabolism	0.02145087242817154	0.07162782025685623	0.2039403215646601	up	EPN	FOLH1	40
hsa04742	Taste transduction	Signaling	0.01651159512393812	0.07427796123704326	0.20420408574443377	up	EPN	FOLH1	40
hsa00564	Glycerophospholipid metabolism	Metabolism	0.01426926323286259	0.07533325032303648	0.20420408574443377	up	EPN	FOLH1	40
hsa04612	Antigen processing and presentation	Signaling	0.02392643917467469	0.07650529489668582	0.20420408574443377	up	EPN	FOLH1	40
hsa03015	mRNA surveillance pathway	Signaling	0.013653009444634667	0.07715665809246885	0.20420408574443377	up	EPN	FOLH1	40
hsa00590	Arachidonic acid metabolism	Metabolism	-0.01316406607914345	0.07730086610563075	0.20420408574443377	down	EPN	FOLH1	40
hsa00982	Drug metabolism - cytochrome P450	Metabolism	0.012397114276228714	0.07769716433202846	0.20420408574443377	up	EPN	FOLH1	40
hsa04015	Rap1 signaling pathway	Signaling	0.007653168059229173	0.08387550249070111	0.21765162038726238	up	EPN	FOLH1	40
hsa00140	Steroid hormone biosynthesis	Metabolism	0.014158256812982953	0.08824358281598556	0.22437662126766797	up	EPN	FOLH1	40
hsa04622	RIG-I-like receptor signaling pathway	Signaling	0.011794774943594271	0.08865612840332246	0.22437662126766797	up	EPN	FOLH1	40
hsa04370	VEGF signaling pathway	Signaling	0.009593002944788705	0.09186494812074901	0.22966237030187253	up	EPN	FOLH1	40
hsa00500	Starch and sucrose metabolism	Metabolism	0.02968756884169271	0.09429807492257404	0.2329048838449118	up	EPN	FOLH1	40
hsa04966	Collecting duct acid secretion	Signaling	0.01849756115940548	0.09632942223778024	0.23508966141363036	up	EPN	FOLH1	40
hsa04310	Wnt signaling pathway	Signaling	0.010714665199358169	0.10062490383286282	0.24268359159690445	up	EPN	FOLH1	40
hsa01040	Biosynthesis of unsaturated fatty acids	Metabolism	0.02734545743285241	0.1072018047453951	0.25553918573030227	up	EPN	FOLH1	40
hsa00010	Glycolysis / Gluconeogenesis	Metabolism	0.015558071040841495	0.1123115730918424	0.2645677895303301	up	EPN	FOLH1	40
hsa04510	Focal adhesion	Signaling	0.008028395031650017	0.11380699263688641	0.2645677895303301	up	EPN	FOLH1	40
hsa03013	RNA transport	Signaling	0.0084681154782052	0.11486113789365551	0.2645677895303301	up	EPN	FOLH1	40
hsa04062	Chemokine signaling pathway	Signaling	0.007648681468467583	0.12135935840408353	0.2755615878415818	up	EPN	FOLH1	40
hsa04360	Axon guidance	Signaling	0.009146699011501521	0.12232246094431193	0.2755615878415818	up	EPN	FOLH1	40
hsa03030	DNA replication	Signaling	0.01696717338799581	0.12371853241238125	0.27567716461454517	up	EPN	FOLH1	40
hsa04152	AMPK signaling pathway	Signaling	-0.01357547767122461	0.1302423107615016	0.28709326565707344	down	EPN	FOLH1	40
hsa00790	Folate biosynthesis	Metabolism	0.03485725043283872	0.13357926057063932	0.2910435613707294	up	EPN	FOLH1	40
hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	0.01989341197416346	0.13487384551326484	0.2910435613707294	up	EPN	FOLH1	40
hsa01200	Carbon metabolism	Metabolism	0.01144633629046195	0.14767193501417955	0.3153411112281959	up	EPN	FOLH1	40
hsa04912	GnRH signaling pathway	Signaling	0.009583019401657138	0.15252105518244508	0.3184481212098695	up	EPN	FOLH1	40
hsa04664	Fc epsilon RI signaling pathway	Signaling	0.010029501718600693	0.15338396732101145	0.3184481212098695	up	EPN	FOLH1	40
hsa04020	Calcium signaling pathway	Signaling	-0.00725771662703249	0.15378714146232722	0.3184481212098695	down	EPN	FOLH1	40
hsa04611	Platelet activation	Signaling	0.007770854659069512	0.15641068388132515	0.32064190195671655	up	EPN	FOLH1	40
hsa04350	TGF-beta signaling pathway	Signaling	0.01212295715987784	0.1608052225097784	0.3228585628147764	up	EPN	FOLH1	40
hsa03060	Protein export	Signaling	0.025638730614108193	0.16231342278334243	0.3228585628147764	up	EPN	FOLH1	40
hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	Metabolism	0.02342901933841287	0.1631901028572111	0.3228585628147764	up	EPN	FOLH1	40
hsa04911	Insulin secretion	Signaling	0.0100407938602173	0.16379166113530116	0.3228585628147764	up	EPN	FOLH1	40
hsa00650	Butanoate metabolism	Metabolism	0.014214434749772973	0.16936766864450506	0.33067021021070037	up	EPN	FOLH1	40
hsa03050	Proteasome	Signaling	0.0102510804815996	0.17159786644757735	0.3318637983184279	up	EPN	FOLH1	40
hsa00970	Aminoacyl-tRNA biosynthesis	Signaling	-0.01337546976416592	0.18106267380243693	0.346895776911211	down	EPN	FOLH1	40
hsa00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism	0.02210471136454189	0.18329310246779934	0.3479174630175821	up	EPN	FOLH1	40
hsa04662	B cell receptor signaling pathway	Signaling	-0.007850329762602856	0.20096500280303342	0.37796170251946654	down	EPN	FOLH1	40
hsa04922	Glucagon signaling pathway	Signaling	-0.010637145153203149	0.20933697145557417	0.3901279922581155	down	EPN	FOLH1	40
hsa00730	Thiamine metabolism	Metabolism	0.03528122972742189	0.21241292112706495	0.3922941336130479	up	EPN	FOLH1	40
hsa03018	RNA degradation	Signaling	0.009007463981807448	0.21849689252749632	0.39992734792979234	up	EPN	FOLH1	40
hsa04710	Circadian rhythm	Signaling	0.011582303600402294	0.2248372558559923	0.4066951208651697	up	EPN	FOLH1	40
hsa00562	Inositol phosphate metabolism	Metabolism	0.010103102254489618	0.22616216477380166	0.4066951208651697	up	EPN	FOLH1	40
hsa04973	Carbohydrate digestion and absorption	Signaling	0.02154752603907027	0.24460792241829296	0.43604020952826134	up	EPN	FOLH1	40
hsa04960	Aldosterone-regulated sodium reabsorption	Signaling	0.014854208928584632	0.25627437281585635	0.45096222657430163	up	EPN	FOLH1	40
hsa04080	Neuroactive ligand-receptor interaction	Signaling	0.00684823627265487	0.25737844150825995	0.45096222657430163	up	EPN	FOLH1	40
hsa04070	Phosphatidylinositol signaling system	Signaling	0.006713583545990565	0.2683792566088315	0.46625209834585135	up	EPN	FOLH1	40
hsa04727	GABAergic synapse	Signaling	0.00528548614566314	0.2736570228104526	0.4676524388631122	up	EPN	FOLH1	40
hsa00061	Fatty acid biosynthesis	Metabolism	-0.03089433069948867	0.2737477690906023	0.4676524388631122	down	EPN	FOLH1	40
hsa04614	Renin-angiotensin system	Signaling	0.014920353302093023	0.28113975697665755	0.4763111585141719	up	EPN	FOLH1	40
hsa04962	Vasopressin-regulated water reabsorption	Signaling	0.009383014224990065	0.2846485020598897	0.4783028108383392	up	EPN	FOLH1	40
hsa02010	ABC transporters	Signaling	0.016096220068209273	0.2943935746196597	0.48873151622561356	up	EPN	FOLH1	40
hsa00620	Pyruvate metabolism	Metabolism	0.012050852081675925	0.29562296591207843	0.48873151622561356	up	EPN	FOLH1	40
hsa00410	beta-Alanine metabolism	Metabolism	0.010935185856118605	0.3048202061210756	0.4968386136957493	up	EPN	FOLH1	40
hsa04728	Dopaminergic synapse	Signaling	0.005087053985159216	0.30598302090226803	0.4968386136957493	up	EPN	FOLH1	40
hsa04620	Toll-like receptor signaling pathway	Signaling	0.00826901068587054	0.30779758019200076	0.4968386136957493	up	EPN	FOLH1	40
hsa00740	Riboflavin metabolism	Metabolism	0.01114648866408969	0.3354627153368336	0.5311303535626711	up	EPN	FOLH1	40
hsa03410	Base excision repair	Signaling	-0.008906626027636746	0.3360462290624746	0.5311303535626711	down	EPN	FOLH1	40
hsa03450	Non-homologous end-joining	Signaling	0.014480693624030684	0.33786327166454144	0.5311303535626711	up	EPN	FOLH1	40
hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	-0.012863905607312213	0.33940525032541424	0.5311303535626711	down	EPN	FOLH1	40
hsa00600	Sphingolipid metabolism	Metabolism	0.006480853405496417	0.35640873468460543	0.5535135652298796	up	EPN	FOLH1	40
hsa03320	PPAR signaling pathway	Signaling	-0.00802625701280914	0.372227037873176	0.5737334042406096	down	EPN	FOLH1	40
hsa00830	Retinol metabolism	Metabolism	0.009100747782177395	0.37562701647456587	0.5746532714722836	up	EPN	FOLH1	40
hsa04110	Cell cycle	Signaling	0.006567151908061554	0.3802981551186344	0.5751999834295003	up	EPN	FOLH1	40
hsa00240	Pyrimidine metabolism	Metabolism	0.00600017751072305	0.3839417084975071	0.5751999834295003	up	EPN	FOLH1	40
hsa00910	Nitrogen metabolism	Metabolism	0.01686928482568732	0.3844019401455685	0.5751999834295003	up	EPN	FOLH1	40
hsa04660	T cell receptor signaling pathway	Signaling	0.004218231866836903	0.39304768092051856	0.5838751781790311	up	EPN	FOLH1	40
hsa04115	p53 signaling pathway	Signaling	0.005533582047950831	0.40185091299679	0.592314229564818	up	EPN	FOLH1	40
hsa00040	Pentose and glucuronate interconversions	Metabolism	0.014811924503692994	0.40450727872719283	0.592314229564818	up	EPN	FOLH1	40
hsa04961	Endocrine and other factor-regulated calcium reabsorption	Signaling	-0.0063695449825839365	0.41292213545224155	0.6003477855865923	down	EPN	FOLH1	40
hsa04623	Cytosolic DNA-sensing pathway	Signaling	-0.006314526313264271	0.4162203592608833	0.6008815045667681	down	EPN	FOLH1	40
hsa04964	Proximal tubule bicarbonate reclamation	Signaling	0.009563179132443504	0.4300499973626444	0.6162459475785378	up	EPN	FOLH1	40
hsa00260	Glycine, serine and threonine metabolism	Metabolism	0.0105883729450944	0.43287520220150943	0.6162459475785378	up	EPN	FOLH1	40
hsa00051	Fructose and mannose metabolism	Metabolism	0.007622846393639343	0.4473464942049562	0.6324553883587312	up	EPN	FOLH1	40
hsa04261	Adrenergic signaling in cardiomyocytes	Signaling	0.004358616960245726	0.45426358755632334	0.6374865413913664	up	EPN	FOLH1	40
hsa00310	Lysine degradation	Metabolism	0.004866477461101432	0.4571244955342969	0.6374865413913664	up	EPN	FOLH1	40
hsa00072	Synthesis and degradation of ketone bodies	Metabolism	-0.005596497720857757	0.4666600018020882	0.6406343022246325	down	EPN	FOLH1	40
hsa00071	Fatty acid degradation	Metabolism	-0.007452425363863246	0.4682142661987444	0.6406343022246325	down	EPN	FOLH1	40
hsa00120	Primary bile acid biosynthesis	Metabolism	0.010063227934983583	0.473034358855982	0.6406343022246325	up	EPN	FOLH1	40
hsa04726	Serotonergic synapse	Signaling	0.004093314601654237	0.47451509619904975	0.6406343022246325	up	EPN	FOLH1	40
hsa04910	Insulin signaling pathway	Signaling	0.0046100557100025785	0.4750068972592397	0.6406343022246325	up	EPN	FOLH1	40
hsa04666	Fc gamma R-mediated phagocytosis	Signaling	0.0067001907629808	0.4790437771069833	0.641856041221775	up	EPN	FOLH1	40
hsa04970	Salivary secretion	Signaling	0.006331786588713512	0.48497607405907195	0.6455850336500634	up	EPN	FOLH1	40
hsa00603	Glycosphingolipid biosynthesis - globo series	Metabolism	0.018661755309739767	0.5024442857873965	0.6645230876542986	up	EPN	FOLH1	40
hsa01212	Fatty acid metabolism	Metabolism	-0.005365676976281939	0.5072515681501804	0.6665805863511985	down	EPN	FOLH1	40
hsa00480	Glutathione metabolism	Metabolism	-0.005155107157499157	0.5246008884266461	0.6806984308155181	down	EPN	FOLH1	40
hsa04724	Glutamatergic synapse	Signaling	-0.004088908575547978	0.529767249274485	0.6806984308155181	down	EPN	FOLH1	40
hsa04512	ECM-receptor interaction	Signaling	0.0052561873641171365	0.530205282735994	0.6806984308155181	up	EPN	FOLH1	40
hsa04918	Thyroid hormone synthesis	Signaling	-0.0054155947403965515	0.5312768240511361	0.6806984308155181	down	EPN	FOLH1	40
hsa00900	Terpenoid backbone biosynthesis	Metabolism	0.005650287849749561	0.534728197078187	0.6808650956585611	up	EPN	FOLH1	40
hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Metabolism	-0.00835729488804784	0.5444267752630807	0.6886628287330697	down	EPN	FOLH1	40
hsa04720	Long-term potentiation	Signaling	-0.0039050027872887193	0.5505522508015934	0.6886628287330697	down	EPN	FOLH1	40
hsa04260	Cardiac muscle contraction	Signaling	0.004817130035170197	0.5528379656761174	0.6886628287330697	up	EPN	FOLH1	40
hsa04140	Regulation of autophagy	Signaling	0.0038056916935144043	0.5542895938583244	0.6886628287330697	up	EPN	FOLH1	40
hsa03020	RNA polymerase	Signaling	0.005988257855986335	0.5836487136639601	0.7174995220896563	up	EPN	FOLH1	40
hsa04670	Leukocyte transendothelial migration	Signaling	0.0027787184304390424	0.5844996106779151	0.7174995220896563	up	EPN	FOLH1	40
hsa03460	Fanconi anemia pathway	Signaling	0.00394135330041992	0.6094419562302011	0.7436642918285193	up	EPN	FOLH1	40
hsa04914	Progesterone-mediated oocyte maturation	Signaling	0.003429794725847395	0.6140712026495894	0.7448792694861883	up	EPN	FOLH1	40
hsa00340	Histidine metabolism	Metabolism	0.004465521258205352	0.6180466506727524	0.745291549340672	up	EPN	FOLH1	40
hsa04380	Osteoclast differentiation	Signaling	-0.0026788392405316082	0.6528394302722944	0.782643761437546	down	EPN	FOLH1	40
hsa00450	Selenocompound metabolism	Metabolism	0.005921119690440737	0.6585781955820217	0.7849333145018281	up	EPN	FOLH1	40
hsa04022	cGMP-PKG signaling pathway	Signaling	-0.0028070708253801336	0.670248205126274	0.7942247517392264	down	EPN	FOLH1	40
hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	0.0022757723806017148	0.6812142452106773	0.8025800015413151	up	EPN	FOLH1	40
hsa04146	Peroxisome	Signaling	0.003679278555944547	0.7018257818151228	0.8161551385789169	up	EPN	FOLH1	40
hsa04514	Cell adhesion molecules (CAMs)	Signaling	0.002753990826225577	0.70362972496566345	0.8161551385789169	up	EPN	FOLH1	40
hsa00920	Sulfur metabolism	Metabolism	-0.00660682609284637	0.704680290382772	0.8161551385789169	down	EPN	FOLH1	40
hsa00030	Pentose phosphate pathway	Metabolism	0.00546499438216886	0.7114937860741133	0.8194170008156922	up	EPN	FOLH1	40
hsa04114	Oocyte meiosis	Signaling	0.0022462193795158413	0.7209539802939525	0.8241226793648517	up	EPN	FOLH1	40
hsa04144	Endocytosis	Signaling	0.0012039900763430409	0.7236199135886503	0.8241226793648517	up	EPN	FOLH1	40
hsa00512	Mucin type O-Glycan biosynthesis	Metabolism	0.005251791532841009	0.7344594610981183	0.8271087252824729	up	EPN	FOLH1	40
hsa00100	Steroid biosynthesis	Metabolism	0.0031663952483396924	0.7406812602069857	0.8271087252824729	up	EPN	FOLH1	40
hsa00190	Oxidative phosphorylation	Metabolism	-0.0019807980275457857	0.7423496800791352	0.8271087252824729	down	EPN	FOLH1	40
hsa00250	Alanine, aspartate and glutamate metabolism	Metabolism	0.003285415333183417	0.7456191779107362	0.8271087252824729	up	EPN	FOLH1	40
hsa00591	Linoleic acid metabolism	Metabolism	-0.005063339225509577	0.7464151911085731	0.8271087252824729	down	EPN	FOLH1	40
hsa04915	Estrogen signaling pathway	Signaling	0.0020481288865216536	0.7525606357432697	0.829435109286937	up	EPN	FOLH1	40
hsa04320	Dorso-ventral axis formation	Signaling	-0.005083298163611284	0.7623010713191534	0.8356776450290183	down	EPN	FOLH1	40
hsa04520	Adherens junction	Signaling	-0.0039016805284472784	0.7814952615197909	0.8521623862316869	down	EPN	FOLH1	40
hsa04610	Complement and coagulation cascades	Signaling	-0.0016680132991654091	0.8017659930941324	0.8696403628798791	down	EPN	FOLH1	40
hsa00592	alpha-Linolenic acid metabolism	Metabolism	0.004466886352090097	0.8164046962658037	0.8808576986025777	up	EPN	FOLH1	40
hsa00983	Drug metabolism - other enzymes	Metabolism	0.0029024342647022408	0.8228102834474499	0.883120984851975	up	EPN	FOLH1	40
hsa04974	Protein digestion and absorption	Signaling	0.0011752410950660525	0.8560452247446997	0.914006620170122	up	EPN	FOLH1	40
hsa04978	Mineral absorption	Signaling	0.0016403612036062533	0.8756069952346195	0.9300488809486891	up	EPN	FOLH1	40
hsa00630	Glyoxylate and dicarboxylate metabolism	Metabolism	-9.621739577239175e-4	0.9235403562513005	0.9620820468808731	down	EPN	FOLH1	40
hsa04972	Pancreatic secretion	Signaling	-9.415578927421568e-4	0.9247498588922852	0.9620820468808731	down	EPN	FOLH1	40
hsa04150	mTOR signaling pathway	Signaling	4.890993861071687e-4	0.9282719592981069	0.9620820468808731	up	EPN	FOLH1	40
hsa01230	Biosynthesis of amino acids	Metabolism	8.931995573261225e-4	0.9284073007569089	0.9620820468808731	up	EPN	FOLH1	40
hsa04540	Gap junction	Signaling	-5.340449202646263e-4	0.929230464792258	0.9620820468808731	down	EPN	FOLH1	40
hsa00020	Citrate cycle (TCA cycle)	Metabolism	7.09324951081416e-4	0.9429798574373205	0.9640279134070685	up	EPN	FOLH1	40
hsa04672	Intestinal immune network for IgA production	Signaling	8.607571696308443e-4	0.9438740343814047	0.9640279134070685	up	EPN	FOLH1	40
hsa00565	Ether lipid metabolism	Metabolism	-6.622598583669961e-4	0.9452176126576624	0.9640279134070685	down	EPN	FOLH1	40
hsa04650	Natural killer cell mediated cytotoxicity	Signaling	-1.9261371569339673e-4	0.9713948169565002	0.985821472653874	down	EPN	FOLH1	40
hsa04151	PI3K-Akt signaling pathway	Signaling	1.546413086304945e-4	0.9780928741494624	0.9877292571460089	up	EPN	FOLH1	40
hsa03008	Ribosome biogenesis in eukaryotes	Signaling	-5.6954577837114594e-5	0.9910624754731523	0.9952388400420462	down	EPN	FOLH1	40
hsa04068	FoxO signaling pathway	Signaling	-3.775605653722579e-5	0.9952388400420462	0.9952388400420462	down	EPN	FOLH1	40
hsa00730	Thiamine metabolism	Metabolism	-0.1545337383843538	1.752963758025409e-4	0.02366642347137695	down	ATRT	SLC7A5	10
hsa04726	Serotonergic synapse	Signaling	0.1432484835508457	2.3381411019968306e-4	0.02366642347137695	up	ATRT	SLC7A5	10
hsa00640	Propanoate metabolism	Metabolism	0.1394673534804968	3.4633790445917493e-4	0.02366642347137695	up	ATRT	SLC7A5	10
hsa00590	Arachidonic acid metabolism	Metabolism	0.14030444804915235	8.951638659639536e-4	0.037598040535878716	up	ATRT	SLC7A5	10
hsa00062	Fatty acid elongation	Metabolism	0.13051880384026432	9.17025378923871e-4	0.037598040535878716	up	ATRT	SLC7A5	10
hsa04977	Vitamin digestion and absorption	Signaling	0.11304124943565282	0.00111800470718899	0.038198494162290486	up	ATRT	SLC7A5	10
hsa00512	Mucin type O-Glycan biosynthesis	Metabolism	0.10459935359048082	0.0016970218276963131	0.04438213956206371	up	ATRT	SLC7A5	10
hsa00770	Pantothenate and CoA biosynthesis	Metabolism	0.18466712542942706	0.0018180436610451766	0.04438213956206371	up	ATRT	SLC7A5	10
hsa01212	Fatty acid metabolism	Metabolism	0.11764735719611867	0.00194848417589548	0.04438213956206371	up	ATRT	SLC7A5	10
hsa04723	Retrograde endocannabinoid signaling	Signaling	0.08721279203502307	0.002698825529989378	0.05532592336478225	up	ATRT	SLC7A5	10
